haussmann,ascenseur,orientation_sud,WC_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,surface,coordonnee_x,coordonnee_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,1.1970453433352726,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,1.8056915876609325,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,2.9665207058165897,-0.47081002932738292,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.52839253080268367,0.15315689734567964,0.090955289496036401,-0.30545569018760177,1.1389428058298106,-0.053044001463120764,-0.47416075242572758,-0.61074073999675504,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,15374.43333658448
-0.2612675896592736,-1.0957214032342908,4.7675958644173386,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,6.4625618668109288,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,1.8893687532385055,-0.95183727164135101,0.14400627621729575,0.081714981979730747,0.31421177668968164,-0.69878077639467495,-0.053044001463120764,-1.0236265598664671,-0.61074073999675504,-0.23706572814169283,-1.4581749774385804,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,919.89874316711212
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,1.1970453433352726,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,2.8996957244025481,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,1.7876514751013175,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.38110740355445161,0.15315689734567964,0.090955289496036401,-0.30545569018760177,-0.69878077639467495,-0.053044001463120764,-0.47416075242572758,1.280120157314143,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,13744.978336051223
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,2.4843907320342709,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,1.8893687532385055,-0.14176907177607442,0.26007468105627024,0.087828518770821859,-0.098899867895173965,-0.69878077639467495,-0.053044001463120764,0.62477086245575131,-0.61074073999675504,-0.23706572814169283,1.0412410111106272,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,3892.6416031020926
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,2.8204976807035447,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,1.8056915876609325,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,2.3804887323499004,-0.016852010986926128,0.093872053232243999,1.1404350658593929,-0.69878077639467495,-0.053044001463120764,2.2731682847779697,1.280120157314143,-0.23706572814169283,1.6660950082479291,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,-762414.72483857325
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,1.1970453433352726,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,2.1239989331337346,0.86728949058157456,2.0003126709938188,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,1.7876514751013175,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,2.3376984999084649,3.1084830169500042,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,0.33690759178067992,0.35350733889345304,0.08936857002353947,1.7601025327366762,-0.69878077639467495,-0.053044001463120764,0.62477086245575131,-0.61074073999675504,-0.23706572814169283,1.0412410111106272,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,3469.1036338176345
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.52839253080268367,-0.12232495978250875,0.083815051869800206,0.7273234212745372,0.7713980893849135,-0.053044001463120764,-0.47416075242572758,-0.61074073999675504,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,2162.9058926329599
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,2.1239989331337346,-1.1530175458824079,2.0003126709938188,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,2.8276316171717109,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,0.22644374634450584,-0.016852010986926128,0.093872053232243999,1.1404350658593929,2.2415769551645019,-0.053044001463120764,0.62477086245575131,1.280120157314143,-0.23706572814169283,1.0412410111106272,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,61331.555896955309
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,2.9665207058165897,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.39951804446048061,0.26007468105627024,0.087828518770821859,-0.098899867895173965,-0.69878077639467495,-0.053044001463120764,0.075305055015011849,-0.61074073999675504,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,-60280.138884759508
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,-2.4830969794428595,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,1.1970453433352726,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,2.0003126709938188,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,3.1084830169500042,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.45474996717856764,-0.016852010986926128,0.093872053232243999,1.1404350658593929,-0.69878077639467495,-0.053044001463120764,0.075305055015011849,-0.61074073999675504,-0.23706572814169283,-1.4581749774385804,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,120087.30198017781
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,2.1239989331337346,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,0.060747978190244731,0.24658955518286241,0.095318768045402957,1.5535467104442484,-0.69878077639467495,-0.053044001463120764,0.075305055015011849,-0.61074073999675504,-0.23706572814169283,0.41638701397332528,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,4.6386630032896941,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,-19467.754333370598
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,3.1527461809557651,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,2.8276316171717109,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,2.3376984999084649,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,0.59465656446508608,0.2331044293094546,0.084608411606048678,0.10765595439725384,0.40385337294001633,-0.053044001463120764,1.1742366698964908,-0.61074073999675504,-0.23706572814169283,1.0412410111106272,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,108064.26392290543
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,-2.4830969794428595,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,2.1239989331337346,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,2.8276316171717109,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.068126508151958365,0.14400627621729575,0.081714981979730747,0.31421177668968164,-0.69878077639467495,-0.053044001463120764,0.075305055015011849,-0.61074073999675504,-0.23706572814169283,-1.4581749774385804,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,-118098.52432096971
-0.2612675896592736,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,2.8996957244025481,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,2.8276316171717109,-0.15473739681096577,-3.0813553278011274,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,1.8893687532385055,-0.76773086258106082,0.005783736014865576,0.081854986639068705,0.52076759898210945,1.5064875222747076,-0.053044001463120764,-1.0236265598664671,1.280120157314143,-0.23706572814169283,-1.4581749774385804,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,23702.714449576859
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,2.1239989331337346,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,5.2792079047033349,-0.031644539706372252,-0.52927730401270767,-0.3626967626484226,-0.12232495978250875,0.083815051869800206,0.7273234212745372,-0.69878077639467495,-0.053044001463120764,-0.47416075242572758,-0.61074073999675504,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,34583.5767558316
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,-2.4830969794428595,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,-0.66967863947318584,-0.064371161313426462,-0.24332138831849418,-0.39704321188240538,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,5.2498299292181141,1.8056915876609325,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,-0.3171837955241763,-0.15558259100218161,1.901194692274919,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,3.9141292982304692,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,-1.0061461851781992,-0.074380800330564503,-0.42777116041224422,3.1084830169500042,-0.080114441175572718,-0.019372182662154049,0.76576209684896668,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.1233584308700454,0.17290297451745537,0.089111894814753206,-1.7513464462345965,-0.69878077639467495,-0.053044001463120764,0.075305055015011849,-0.61074073999675504,-0.23706572814169283,-1.4581749774385804,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,66193.859945394797
3.8274934954781261,0.91264074704410103,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,-0.8353902427904546,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,2.518617546082329,-0.043350066477379101,-0.06909753363483237,-0.40251317439962392,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,-0.34486377021717718,3.1527461809557651,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,0.86728949058157456,-0.49992184447000876,-0.21039827173737491,1.8588042401883638,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,2.1227397596654942,0.28704493280308591,0.086941822595014748,-0.098899867895173965,-0.69878077639467495,-0.053044001463120764,1.72370247733723,2.225550605969592,-0.23706572814169283,1.0412410111106272,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,1025236.0728559271
-0.2612675896592736,-1.0957214032342908,-0.20974932197240759,0.0,-0.35454735766726708,0.4027228933379205,-0.029598904015158627,-0.035384100329861785,-0.18942235616616632,1.1970453433352726,1.4932535414101209,-0.064371161313426462,-0.24332138831849418,2.518617546082329,-0.043350066477379101,-0.06909753363483237,2.4843907320342709,-0.064371161313427974,-0.09598186771382064,-0.19048236104458632,-0.55380442974502786,-0.18331600138971038,-0.033566203762903528,2.8996957244025481,-0.3171837955241763,-0.15558259100218161,-0.52598505774464155,0.0,-0.41563518020133394,-0.33709523686761417,-0.47081002932738292,-1.1530175458824079,-0.49992184447000876,-0.21039827173737491,-0.53798026622671913,-0.41314940585944943,-0.55939315572863424,-0.32523817004869504,-0.25548466180004392,-0.085473422818517122,-0.21994183337458703,-0.064371161313426628,-0.019372182662153948,-0.11864053679855002,-0.35365285701542648,-0.15473739681096577,0.32453251690179125,0.99389135965651587,-0.074380800330564503,-0.42777116041224422,-0.32170032602628706,-0.080114441175572718,-0.019372182662154049,-1.305888609680528,-0.18942235616616881,-0.031644539706372252,-0.52927730401270767,-0.52839253080268367,0.26007468105627024,0.087828518770821859,-0.098899867895173965,-0.69878077639467495,-0.053044001463120764,-0.47416075242572758,1.280120157314143,-0.23706572814169283,-0.20846698316397666,-0.033566187171725888,-0.011183136021064166,-0.1124870868824055,-0.048780728258227275,-0.029596855814741075,-0.038650079078360426,0.0,-0.038766190633314032,0.0,-0.028202228233524713,0.0,0.0,28999.01561158523
